Iran,IRN,2116.2,657.5,118.3,140.1,30.1,423.7,322.1,16,102.9,11.8
Iraq,IRQ,773.2,228.4,39.5,40.8,14,109.4,140.7,5.5,47.6,3.1
Ireland,IRL,130,37,7.3,8.8,8.7,20.8,25.9,3.6,6,0.4
Israel,ISR,154.1,60.2,11.2,13.8,5.4,9.2,19.2,2.4,10.2,0.8
Italy,ITA,1423.7,521.5,90.8,102.7,47.8,113.7,273.3,31.7,75.5,4.8
Jamaica,JAM,66.7,24,4.2,4.9,4.1,2.7,14.6,0.6,3.8,0.4
Japan,JPN,2442.3,850.4,159,373.9,68.3,110.7,340,55.6,169.2,7.2
Jordan,JOR,160.9,52,9.7,10.2,2.6,17.7,28.5,1.4,10.1,0.8
Kazakhstan,KAZ,430.6,128.3,21.5,37.8,53.9,60.8,50.6,3.3,23.6,1.3
Kenya,KEN,879.3,360.8,49.6,53.5,54,13.9,127.5,4,66.6,4.3
Kiribati,KIR,1.9,0.6,0.1,0.2,0.1,0.2,0.3,0.01,0.1,0.01
Kuwait,KWT,95.5,33.4,6.2,8.1,1.4,9.3,15.4,1.4,5.5,0.3
Kyrgyzstan,KGZ,142.8,40.7,7.1,9.5,23.8,18.4,16.6,0.5,8.2,0.5
Lao PDR,LAO,129.1,35.6,8,11.6,13.5,7.6,19,0.9,9.2,0.5
Latvia,LVA,64.1,17,2.9,4.7,15.4,8.7,6.1,0.3,2.8,0.1
Lebanon,LBN,136.3,45,8.9,9.4,2.3,13.1,27.5,1.2,7.5,0.5
Lesotho,LSO,46.2,18.1,2.5,2.5,3.4,3.3,5.8,0.2,3,0.2
Liberia,LBR,80.8,27.3,4.7,4.9,4.7,7,11,0.3,6.2,0.4
Libya,LBY,140.1,48.1,8.6,10.2,3,13.4,24.6,1.2,8.3,0.6
Lithuania,LTU,100.6,29.1,4.1,6.7,22.6,15.8,8.7,0.5,4,0.2
Luxembourg,LUX,14.9,4.5,0.9,1.1,1.5,1.9,2.4,0.3,0.7,0.01
Madagascar,MDG,452.4,192,25.8,27.4,23,7.4,67.7,1.8,33.5,2.3
Malawi,MWI,305.8,125.8,17.5,16.3,16.7,4.9,46.6,1.1,23.9,1.6
Malaysia,MYS,674.6,191.1,40.8,73.6,35.9,48.8,135.6,8.2,40.7,2
Maldives,MDV,7.8,2.2,0.5,0.8,0.7,0.7,1.1,0.1,0.5,0.01
Mali,MLI,307.1,109.9,17.1,17.4,17,21.6,41.5,1.3,24.4,1.7
Malta,MLT,10.1,3.4,0.7,0.8,0.4,1.1,1.8,0.2,0.5,0.01
Mauritania,MRT,78.5,29.1,4.4,5.2,3.3,7.1,10.2,0.5,5.7,0.4
Mauritius,MUS,28.6,8.8,1.7,3.3,3.2,1.6,3.9,0.2,1.7,0.1
Mexico,MEX,2720.6,866.5,187.7,212.7,287.3,174.3,399.2,33.9,175.9,9.7
Micronesia (Federated States of),FSM,1.8,0.5,0.1,0.2,0.1,0.1,0.3,0.01,0.1,0.01
Mongolia,MNG,73.9,20.9,3.7,5.4,16.6,5.4,8.5,0.4,4.1,0.2
Montenegro,MNE,14.8,5,0.8,1.3,1.1,1.6,2.1,0.1,0.8,0.1
Morocco,MAR,843.2,265.3,46.9,53.8,25.1,144.4,135.8,4.7,44.3,2.8
Mozambique,MOZ,504.1,206.2,27.6,27.2,31.7,10.5,75.5,1.9,38.2,2.6
Myanmar,MMR,1110.1,324.1,66.8,111.6,120.4,68.2,159.8,6.7,72,3.6
Namibia,NAM,51.1,18.8,2.8,3.3,3.6,3.7,6.7,0.4,3.4,0.2
Nepal,NPL,511.1,149.8,31.9,40.1,24.4,32,92.5,2.7,39.5,1.7
Netherlands,NLD,406.7,126.1,26.1,39.1,21.7,27.7,93.9,8.4,21.2,1.3
New Zealand,NZL,130.1,38,8.8,11.9,7.5,14.6,27.9,1.6,6.3,0.6
Nicaragua,NIC,147.8,42.5,9.4,9.1,29.2,6.1,24,0.7,8,0.6
Niger,NER,321,118.9,18,18.5,14.2,14.7,45.3,1.1,27.2,1.8
Nigeria,NGA,3878.1,1291.7,185.7,211.5,236.2,607.6,451.8,21.9,252.7,16.7
Norway,NOR,155,38.3,7.5,10.2,15,29.4,32.4,2.6,6,0.5
Oman,OMN,109.6,36.7,7.3,8.7,2.4,12.1,16.4,1.3,6.9,0.4
Pakistan,PAK,3720.9,1329.3,206.8,260.9,135.5,238.8,577.6,22.8,265.4,11
Panama,PAN,85.9,28.7,6,6.7,5.9,5.2,15.5,1,5.1,0.3
Papua New Guinea,PNG,123,36.9,7.5,11.2,7,4.6,21.7,0.6,10.3,0.7
Paraguay,PRY,172.3,61.7,9.5,9.8,10.9,5.9,44.8,1.1,9.1,0.6
Peru,PER,778.7,262,46,51.4,47.2,69.8,160.7,5.9,42.2,3.2
Philippines,PHL,1935.3,554.1,121,201.7,148.2,127.4,284.6,27,136.4,7.3
Poland,POL,1064,330.4,52.9,83.8,214.6,76.5,132.1,7.8,51.1,2.9
Portugal,PRT,261.9,99.6,17.8,21.1,17.3,14.4,46,3.7,13.1,0.8
Qatar,QAT,56.6,19.5,3.9,5,1.4,4.7,8.2,1,3.7,0.2
Korea,KOR,1055.8,325.9,66.1,135,94.4,42.5,163.1,27.5,66.4,3.3
Moldova,MDA,120.3,36,5.6,8,27.5,14.2,11.3,0.4,5.4,0.2
Romania,ROU,475.2,163.8,26.7,41.8,40.9,53.3,63.1,2.3,25.5,1.3
Russia,RUS,6162,1339,190.2,305.7,1794.7,1503.2,401.8,31.8,188.9,6.8
Rwanda,RWA,212.4,76.2,12.7,13.2,19.5,5,33.3,1,16,1.1
Saint Lucia,LCA,4.8,1.6,0.3,0.3,0.6,0.2,1,0.01,0.2,0.01
Saint Vincent and the Grenadines,VCT,3,0.9,0.2,0.2,0.5,0.2,0.6,0.01,0.1,0.01
Samoa,WSM,3.2,1,0.2,0.3,0.1,0.1,0.6,0.01,0.3,0.01
Sao Tome and Principe,STP,3.4,1.3,0.2,0.2,0.2,0.1,0.5,0.01,0.3,0.01
Saudi Arabia,SAU,684.3,244.9,44.9,55.6,11.9,51,118.9,5.6,45.8,2.6
Senegal,SEN,274.3,102.5,15.8,16.9,13.5,18.9,37,1.4,20.8,1.4
Serbia,SRB,207.1,73.4,11.3,19.7,21.2,11.8,29.6,1.6,11.6,0.7
Seychelles,SYC,2.3,0.6,0.1,0.2,0.1,0.5,0.3,0.01,0.1,0.01
Sierra Leone,SLE,130.1,44.3,6.9,7.3,11,13.6,16.1,0.6,8.9,0.6
Singapore,SGP,80.6,28.7,5.5,10.5,1.9,4.2,11.9,1.6,5.3,0.3
Slovakia,SVK,139.6,47.5,7.7,12.3,17.9,10,18.9,1.2,7.4,0.4
Slovenia,SVN,51.2,17.5,2.7,4.7,6.5,4,6.8,0.4,2.7,0.1
Solomon Islands,SLB,9.3,2.8,0.6,0.8,0.4,0.4,1.7,0.01,0.8,0.1
Somalia,SOM,190.3,76.9,10.3,9.8,14.3,2.8,28.3,0.6,14.8,1
South Africa,ZAF,1175.6,420.7,67.9,91.3,69.2,97.2,161.5,10.4,76.6,4.2
S. Sudan,SSD,233.2,96.6,12.8,13.7,17.2,3.7,33.9,1.2,16.9,1.1
Spain,ESP,1191.2,424.4,83.4,104.2,47.5,105,176.2,24.3,60.1,5.3
Sri Lanka,LKA,418.5,134,26.1,48.9,26.1,26.2,61.9,3,27,1.3
Sudan,SDN,785.9,246.5,46.8,43.2,24.9,66.9,145.7,4,52.9,4
Suriname,SUR,13.5,4.5,0.8,0.9,1.3,0.9,2.8,0.1,0.7,0.1
Swaziland,SWZ,27.6,9.5,1.5,1.6,2.2,2.9,3.5,0.2,1.8,0.1
Sweden,SWE,246.5,76.4,14.8,16.5,27.5,30.5,40.6,2.2,13.5,0.9
Switzerland,CHE,214.5,66.6,13.8,18,16.6,25.1,35.2,7.1,10.2,0.6
Syria,SYR,377,124.6,22.9,23.2,6,31,69.9,2.1,24.8,1.9
Tajikistan,TJK,161.7,54.6,9.9,12.3,10.8,11.7,23.4,0.6,12,0.8
Thailand,THA,1625.4,480,89.7,183.5,184.7,120.2,209.8,12.2,88.3,3.9
Macediona,MKD,45.9,17.2,2.8,4.3,2.9,2.2,7,0.3,2.8,0.2
Timor-Leste,TLS,19.7,5.8,1.2,1.7,1.2,1,3.1,0.1,1.6,0.1
Togo,TGO,142.4,50.5,7.8,8.2,9.2,14.3,18.2,0.6,10.1,0.7
Tonga,TON,1.7,0.5,0.1,0.2,0.1,0.1,0.3,0.01,0.1,0.01
Trinidad and Tobago,TTO,35,12,2.1,2.7,3.3,1.8,7.3,0.4,1.8,0.2
Tunisia,TUN,283.9,93.4,16.2,21.2,7.6,42.4,45.4,1.7,14.5,0.9
Turkey,TUR,1680,574.5,109.7,135.3,39.8,137.2,277,17.3,101.5,6.4
Turkmenistan,TKM,117.6,38.2,6.8,9.9,12,9.6,15.8,0.9,7.5,0.5
Uganda,UGA,758.2,332.5,37.8,36.2,53.2,13.9,99.6,3.2,54.3,3.7
Ukraine,UKR,1773.8,494.4,61.1,94,267,537.8,128.8,5.3,59.2,2.1
United Arab Emirates,ARE,256.7,80.8,15.5,21.2,7.7,44.7,32.9,3.7,14.8,0.6
United Kingdom,GBR,1611.2,454.8,99.4,126.6,105.2,285.9,235.2,24.8,86.5,4.9
Tanzania,TZA,987.9,393.9,53.7,56.8,75.1,25.6,143.9,4.9,73.5,4.9
United States,USA,11679.5,3088.9,504.9,1043.3,851.1,2977.7,1709.3,191.4,426.5,31.3
Uruguay,URY,84,27.8,5,7.4,4.9,4.9,18.9,0.8,4.7,0.3
Uzbekistan,UZB,633.7,211.4,37.4,51,53.6,56.1,86.9,3.4,41.5,2.6
Vanuatu,VUT,4.3,1.3,0.3,0.4,0.2,0.2,0.8,0.01,0.4,0.01
Venezuela,VEN,657.5,222.3,47.3,50.3,41.3,35.5,121.6,6.3,39.4,3.6
Vietnam,VNM,1800.9,606.7,125.8,232.1,115.8,134,180.9,11.9,125.1,5.8
Yemen,YEM,519.2,166,32.3,27.6,13.2,41.2,98.6,2.7,35.9,2.4
Zambia,ZMB,298,117.7,16.2,16.4,22.6,7.1,43.5,1.9,22.5,1.5
Zimbabwe,ZWE,321.3,110,17,18.3,31.8,28.9,39.1,2,21.6,1.4
